id;name;typ;traeger;ort;kanton;region;datum_von;datum_bis;datum_status;turnus;publikum;url;abrufdatum;beleg;deadline_aktion;deadline_typ;kosten;zugang;alter_max;wohnsitz;notiz
2027-02_sg-werkbeitrag;Kantonaler Werkbeitrag St. Gallen Sparte Literatur;Ausschreibung;Kulturförderung Kanton St. Gallen;St. Gallen;SG;DCH;2027-02-20;2027-02-20;bestaetigt;jaehrlich;Schreibende;https://www.sg.ch/kultur/kulturfoerderung/foerderung-beantragen/werkbeitraege.html;2026-09-08;Die nächste Ausschreibung läuft vom 1. Januar bis 20. Februar 2027;2027-02-20;Einreichfrist;0;wohnsitz;;Kanton SG 12 Monate oder 12 Jahre frueher;für Teilnehmende — 18 Werkbeiträge zu je CHF 20000 spartenübergreifend, Literatur ist eine wählbare Sparte. Bedingung ist nur zwölf Monate Wohnsitz im Kanton, keine Vorpublikation und keine Altersgrenze [Zugang: Sie koennen sich um einen Werkbeitrag bewerben, wenn Sie seit mindestens zwoelf Monaten im]
2027-02_modul-s3;Schreibjahr Modul S3;Einzelveranstaltung;Salon der Kuenste;OFFEN;CH;DCH;2027-02-20;2027-02-20;bestaetigt;einmalig;Schreibende;../00_Basis/ECKDATEN.md;2026-09-08;S3, 20.02., Gast offen - anfragen;KEINE;KEINE;;;;;Verlagsgast noch offen
2027-02_prix-ahmadou-kourouma;Prix Ahmadou Kourouma;Preis;Salon du livre de Genève;Le Grand-Saconnex (Genève);GE;FCH;2027-02-24;2027-02-28;angekuendigt;jaehrlich;Fachpublikum+Branche;https://salondulivre.ch/espace-pro/prix-kourouma/;2026-09-08;"12 novembre 2026 - Cloture des inscriptions; Fevrier 2027 - Ceremonie de remise du prix";2026-11-12;Einreichfrist;0, Preisgeld CHF 5000;verlag;;;Nur fuer frankophone Fiktion von Autorinnen und Autoren aus Subsahara-Afrika, Eingabe durch Verlage. Fuer die deutschsprachige Zielgruppe nicht relevant, gehoert aber zum Salon-Programm. [Zugang: Le formulaire est a remplir par les maisons d edition. Auteurs d expression francaise de l]
2027-02_salon-du-livre-geneve;Salon du livre de Genève;Messe;Salon du livre de Genève / Palexpo SA;Le Grand-Saconnex (Genève);GE;FCH;2027-02-24;2027-02-28;bestaetigt;jaehrlich;Breitenpublikum+Branche;https://www.palexpo.ch/evenement/salon-du-livre-2027/;2026-09-08;24.02.27 - 28.02.27, Palexpo, Route Francois-Peyrot 30, 1218 Le Grand-Saconnex;OFFEN;OFFEN;"CHF 220/m2 Rohflaeche, Vorzugstarif CHF 195/m2; Tisch Espace Decouverte CHF 800";;;;"Groesste Buchmesse der Romandie. Standtarife und Vorzugsfrist 23.10. auf salondulivre.ch/espace-pro/devenir-exposants/; Publikum frankophon. Messedatum 24.-28.2.2027 auf palexpo.ch bestaetigt; eine Standanmeldefrist steht dort nicht"
2027-02_textures-fribourg;Textures – Rencontres littéraires;Festival;Association Textures;Fribourg;FR;FCH;2027-02-24;2027-02-28;bestaetigt;zweijaehrlich;Breitenpublikum+Fachpublikum;https://www.unifr.ch/llf/fr/news-et-events/evenements/?eventid=19244;2026-09-08;24.02.2027 16:00 - 28.02.2027 20:00, BCU, Rue Saint-Michel 6, Fribourg;OFFEN;Programmeingabe;OFFEN;;;;Mehrsprachiges Literaturfestival (f/d/i), 3. Ausgabe 2025 mit ueber 5000 Besuchenden. textures.ch zeigt die Daten nur als Bild, Beleg deshalb ueber die Uni Freiburg
2027-02_kinder-lesen-zuerich;KINDER LESEN 2027 - Kinder- und Jugendbuchfestival Zuerich;Messe;Verein KINDER LESEN;Zuerich;ZH;DCH;2027-02-27;2027-02-27;bestaetigt;jaehrlich;Branche+Breitenpublikum+Jugend;https://www.kinderlesen.ch/anmelden;2026-09-08;Samstag, 27. Februar 2027, 9:30 - 16 Uhr, Volkshaus Zuerich;2027-01-10;Standanmeldung;CHF 450 Stand Verlage/Buchhandlungen, CHF 300 Kleinverlage, CHF 160 Autor:innen;;;;Anmeldestart 1.9.2026, Anmeldeschluss 10.1.2027. Lesungen zusaetzlich CHF 80 (25 Min.) bzw. CHF 120 (55 Min.). Zugelassen nur Werke ohne KI-Einsatz
2027-03_antiquariatsmesse-zuerich;Antiquariats-Messe Zuerich 2027;Messe;VEBUKU/SLACES - Vereinigung der Buchantiquare und Kupferstichhaendler in der Schweiz;Zuerich;ZH;DCH;2027-03-00;2027-03-00;angekuendigt;jaehrlich;Branche+Fachpublikum;http://www.vebuku.ch/144.html;2026-09-08;Anfang Maerz 2027 und wie gewohnt im Vortragssaal des Kunsthauses Zuerich;OFFEN;Standanmeldung;OFFEN;;;;"Exaktes Datum noch nicht publiziert; 2025 fand die Messe am 9. Maerz mit 18 Ausstellern statt. Antiquariat, fuer Neuerscheinungen nur bedingt relevant"
2026-12_das-narr-open-call-50;Das Narr - Doppelter Open Call Ausgabe 50;Ausschreibung;Verein Das Narr;Zürich;CH;national;2027-03-00;2027-03-00;angekuendigt;laufend;Schreibende;https://dasnarr.ch/opencall/;2026-09-08;Einsendeschluss 15. Dezember 2026 - Thema 50/50 - Erscheinungstermin Frühling 2027;2026-12-15;Einreichfrist;0 Einsendung gratis - Jahres-Abo CHF 29;offen;;;Zwei getrennte Calls: einer für noch nicht veröffentlichte einer für bereits veröffentlichte Autorinnen. Max 12000 Zeichen anonymisiert. Die Zeitschrift erscheint dreimal jährlich. Kanal für Teilnehmende des Schreibjahrs - und für Sichtbarkeit im Umfeld. [Zugang: Dieser Open Call richtet sich ausschliesslich an Autor:innen, die noch nie im Narr veroeff]
2027-03_schreibwerk-ost-diplomlehrgang-2027;Diplomlehrgang Literarisch Schreiben 2027;Kurs;Schreibwerk Ost in Kooperation mit sbvv;Zürich;ZH;DCH;2027-03-00;2028-12-00;angekuendigt;zweijaehrlich;Schreibende;https://www.schreibwerk-ost.ch/naechste-schreibseminare;2026-09-08;Diplomlehrgang Literarisch Schreiben 2027 März-Dezember 2028 Zürich CHF 7990.00;OFFEN;OFFEN;CHF 7990;;;;NEU seit der SWOT vom 04.09.2026 - dort war nur der Lehrgang 2026-27 zu CHF 7390 erfasst. Der Nachfolgejahrgang startet im März 2027 mitten im Schreibjahr und kostet 600 Franken mehr
2027-03_erzaehlzeit-ohne-grenzen;Erzaehlzeit ohne Grenzen Singen-Schaffhausen;Festival;Stadt Singen Stadt Schaffhausen Kanton Schaffhausen und Verein Agglomeration Schaffhausen;Schaffhausen;SH;DCH;2027-03-00;2027-03-00;erwartet;jaehrlich;Breitenpublikum;https://erzaehlzeit.com/;2026-09-08;21. Maerz bis 29. Maerz 2026 Singen - Schaffhausen;OFFEN;Programmeingabe;OFFEN;;;;Grenzueberschreitend mit Singen (D) - 44 beteiligte Gemeinden 2026. Findet jeweils im Fruehjahr statt. 2027 noch nicht publiziert
2027-03_festival-aller-retour;Festival aller↔retour;Festival;Fondation ch, Centre de traduction littéraire UNIL, Übersetzerhaus Looren;Fribourg;FR;FCH;2027-03-00;2027-03-00;erwartet;jaehrlich;Fachpublikum+Schreibende;https://chstiftung.ch/fr/aller-retour/le-festival;2026-09-08;Le Festival aller-retour vous donne rendez-vous le 7 mars (Ausgabe 2026);OFFEN;Programmeingabe;OFFEN;;;;Einziger oeffentlicher Literaturanlass der Schweiz ganz zum Uebersetzen, viersprachig - echte Klammer zwischen den Landesteilen. Datum 2027 am 08.09.2026 nicht publiziert
2027-03_lesefestival-kreuzlingen;Lesefestival Kreuzlingen 2027;Reihe;Paedagogische Hochschule Thurgau PHTG;Kreuzlingen;TG;DCH;2027-03-00;2027-03-00;erwartet;jaehrlich;Fachpublikum+Breitenpublikum;https://phtg.ch/veranstaltungen/lesefestival;2026-09-08;15.03.2026 - 29.03.2026 mit Startveranstaltung am 17.03.2026;OFFEN;Programmeingabe;OFFEN;;;;Datum aus Muster 2026 abgeleitet zweite Maerzhaelfte. Turnus auf der Seite nicht ausdruecklich genannt - Annahme jaehrlich
2027-03_gr-wettbewerb-gross;Wettbewerb für professionelles Kulturschaffen grosse Projekte Graubünden;Ausschreibung;Amt für Kultur Kanton Graubünden;Chur;GR;DCH;2027-03-00;2027-03-00;erwartet;jaehrlich;Schreibende;https://www.gr.ch/DE/institutionen/verwaltung/ekud/afk/kfg/kulturfoerderung/wpk/Seiten/default.aspx;2026-09-08;wird jeweils im Januar ausgeschrieben. Einsendeschluss ist jeweils Anfang März;OFFEN;Einreichfrist;0;publikation;;Kanton GR 2 Jahre;für Teilnehmende — Werkbeiträge oder freie Stipendien bis CHF 20000, Literatur ist eine der Sparten, Bündner Bezug nötig. Der genaue Tag der Frist ist nicht publiziert, nur Anfang März [Zugang: Professionelles Kulturschaffen. Seit mindestens zwei Jahren Wohnsitz im Kanton Graubuenden]
2027-03_ph-kreationsbeitrag-literatur;Kreationsbeitrag Literatur;Ausschreibung;Schweizer Kulturstiftung Pro Helvetia;Zürich;CH;national;2027-03-01;2027-03-01;bestaetigt;jaehrlich;Schreibende;https://prohelvetia.ch/de/foerderung-finden/kreationsbeitrag-literatur/;2026-09-08;Eingabedatum 1. März, 23:59 (MEZ) und 1. September, 23:59 (MESZ);2027-03-01;Einreichfrist;0;publikation;;CH (Buergerrecht oder staendiger Wohnsitz);für Teilnehmende — aber Zugang nur mit mindestens einer eigenständigen literarischen Publikation bei einem Verlag mit professionellen Strukturen, keine Altersgrenze, max. CHF 25000, zweite Frist 2027-09-01 [Zugang: mindestens einer eigenstaendigen literarischen Publikation bei einem Verlag mit profession]
2027-03_literaare-thun;22. Thuner Literaturfestival Literaare;Festival;Literaare Thuner Literaturfestival;Thun;BE;DCH;2027-03-05;2027-03-07;bestaetigt;jaehrlich;Breitenpublikum+Schreibende;https://www.literaare.ch/;2026-09-08;22. Thuner Literaturfestival 5. bis 7. Maerz 2027;;;OFFEN;;;;Terminkollision mit Wortlaut St. Gallen am selben Wochenende. Festival traegt das Label Kultur inklusiv. Angeschlossener Schreibwettbewerb textstreich.ch. Postkarte muss rund vier Wochen vor dem Termin vor Ort liegen, der Druck davor - Frist aus dem Veranstaltungsdatum gerechnet, nicht publiziert
2027-03_wortlaut-st-gallen;Wortlaut - St.Galler Literaturfestival;Festival;Gesellschaft fuer deutsche Sprache und Literatur (GdSL);St. Gallen;SG;DCH;2027-03-05;2027-03-07;bestaetigt;jaehrlich;Breitenpublikum+Schreibende;https://www.wortlaut.ch/;2026-09-08;vom 5. bis 7. Maerz 2027;OFFEN;Programmeingabe;OFFEN;;;;Fruehes Datum weil Ostern 2027 aufs letzte Maerzwochenende faellt. Neue Co-Leitung Ariane Novel und Karsten Redmann - guter Zeitpunkt fuer eine Kontaktaufnahme
2027-03_fsb-biografie-schreibpaedagogin;Dipl. Biografie-Schreibpädagogin FSB;Kurs;Frauenseminar Bodensee;Romanshorn;TG;DCH;2027-03-10;2027-12-01;bestaetigt;jaehrlich;Schreibende+Fachpublikum;https://www.frauenseminar-bodensee.ch/angebot/kurse/daten/Dipl-Biografie-Schreibpaedagogin-FSB.php;2026-09-08;Start 10.03.2027 - Kurstage bis MI 01. Dez. 27 - 10 x CHF 380.- oder 1 x CHF 3700.-;OFFEN;OFFEN;CHF 3700 oder 10 x CHF 380;;;;In der SWOT enthalten (Nr. 10). Der Jahrgang 2027 läuft praktisch deckungsgleich mit dem Schreibjahr 2027 und ist mit CHF 185 pro Präsenztag das günstigste Jahresformat im Vergleichsraum. Kein Anmeldeschluss publiziert
2027-03_biblioweekend;BiblioWeekend 2027;Reihe;Bibliosuisse;Aarau;CH;national;2027-03-12;2027-03-14;bestaetigt;jaehrlich;Fachpublikum+Breitenpublikum;https://www.bibliosuisse.ch/aktivitaten/biblioweekend;2026-09-08;vom 12. bis 14. Maerz 2027;OFFEN;Programmeingabe;OFFEN;;;;Landesweite Aktionstage der Bibliotheken, Kick-off am 8.9.2026. Anmeldefrist fuer teilnehmende Bibliotheken auf biblioweekend.ch noch nicht publiziert - dort ist erst das Archiv bis 2026 online
2027-03_eventi-letterari-monte-verita;Eventi letterari Monte Verità;Festival;Associazione Eventi letterari al Monte Verità;Ascona;TI;ICH;2027-03-18;2027-03-21;bestaetigt;jaehrlich;Breitenpublikum+Fachpublikum;https://www.eventiletterari.ch/;2026-09-08;18-21 marzo 2027;OFFEN;Programmeingabe;OFFEN;;;;"Findet auf dem Monte Verita und in Locarno statt, mehrsprachiges Programm mit regelmaessig deutschsprachigen Gaesten; vergibt den Premio Enrico Filippini"
2027-03_leipziger-buchmesse;Leipziger Buchmesse 2027;Messe;Leipziger Messe GmbH;Leipzig;DE;national;2027-03-18;2027-03-21;bestaetigt;jaehrlich;Branche+Breitenpublikum;https://www.leipziger-buchmesse.de/en/visit/information-for-visitors/;2026-09-08;18 - 21 March 2027, Leipziger Messe, Messe-Allee 1, 04356 Leipzig;OFFEN;Standanmeldung;OFFEN;;;;Kein Schweizer Gemeinschaftsstand des SBVV in der Agenda 2026/27 aufgefuehrt - Einzelanmeldung ueber Leipziger Messe. Vorzugspreis-Frist lag 2026 im August des Vorjahres
2027-03_premio-enrico-filippini;Premio Enrico Filippini;Preis;Associazione Eventi letterari al Monte Verità;Ascona;TI;ICH;2027-03-18;2027-03-21;erwartet;jaehrlich;Fachpublikum+Branche;https://eventiletterari.ch/premioef-25-it/;2026-09-08;Il prestigioso riconoscimento, istituito in memoria di Enrico Filippini e assegnato in occasione degli Eventi letterari Monte Verita;KEINE;KEINE;OFFEN;unklar;;;"Preis fuer Vermittlung und Verlagsarbeit (2025 an Adelphi), verliehen waehrend des Festivals; keine offene Einreichung, Jury waehlt aus. Verleihung 2025 am 12. April. [Zugang: Seite nennt nur die Preistraeger. Keine Einreichbedingungen und kein Bewerbungsverfahren p]"
2027-03_leipzig-sbvv-gemeinschaftsstand;Schweizer Gemeinschaftsstand SBVV/SWIPS an der Leipziger Buchmesse 2027;Messe;Schweizer Buchhandels- und Verlags-Verband SBVV / SWIPS;Leipzig;DE;national;2027-03-18;2027-03-21;erwartet;jaehrlich;Branche+Fachpublikum;https://www.sbvv.ch/omsStart/199/8/Leipziger%20Buchmesse;2026-09-08;"Anmeldeschluss: 3. Oktober 2025; Halle 5; Einzeltitel 130 CHF Mitglieder / 175 CHF Nichtmitglieder";OFFEN;OFFEN;CHF 130 Einzeltitel, CHF 420 Regalbrett, CHF 1700 Verlagsregal, CHF 55 Arbeitsplatz pro Halbtag (Mitgliederpreise);;;;"Guenstigster Weg auf eine deutsche Grossmesse: Einzeltitel ab CHF 130. Die SBVV-Seite zeigte am 08.09.2026 noch die Ausschreibung 2026 (Frist 3.10.2025); Frist fuer 2027 daher auf Anfang Oktober 2026 geschaetzt - beim SBVV nachfragen. SBVV-Seite traegt am 8.9.2026 noch die Ausschreibung 2026 (Messe 19.-22.3.2026, Anmeldeschluss 3.10.2025). Fuer 2027 ist nichts publiziert; Vorjahresmuster: Anmeldeschluss Anfang Oktober des Vorjahres"
2027-03_modul-s4-gierl;Schreibjahr Modul S4, Gast Thomas Gierl (Zytglogge);Einzelveranstaltung;Salon der Kuenste;Basel;BS;DCH;2027-03-20;2027-03-20;bestaetigt;einmalig;Schreibende;../00_Basis/ECKDATEN.md;2026-09-08;S4, 20.03.2027, Basel, Thomas Gierl, Zytglogge;KEINE;KEINE;;;;;Status laut Einsatzplan noch zu bestaetigen
2027-03_sbvv-diplomlehrgang-literarisches-schreiben;Diplomlehrgang Literarisches Schreiben 2027/2028 (SBVV);Kurs;Schweizer Buchhandels- und Verlags-Verband SBVV;Fischingen;TG;DCH;2027-03-25;2028-12-00;bestaetigt;zweijaehrlich;Schreibende;https://www.sbvv.ch/kurs/969/9/;2026-09-08;"28 Seminartage (09:00 bis 12:00 Uhr und 13:00 bis 17:00 Uhr); Anmeldeschluss: 20.11.2026";2026-11-20;Einreichfrist;CHF 7'990 inkl. MwSt., zusaetzlich ca. CHF 710 Unterkunft Starttage und CHF 420 Abschlusstage;;;;Direktes Konkurrenzangebot zum Schreibjahr: 1,5 Jahre, 28 Kurstage, Einzelcoaching, Leitung Michele Minelli und Peter Hoener, Orte Fischingen, Zuerich, Iselisberg TG. Anmeldeschluss 20.11.2026 liegt zwei Monate vor Patricks Einsendeschluss 21.01.2027. Grenzfall zu A6
2027-04_aprillen-bern;Aprillen - Das Berner Lesefest;Festival;Aprillen in Koproduktion mit dem Schlachthaus Theater Bern;Bern;BE;DCH;2027-04-00;2027-04-00;erwartet;jaehrlich;Breitenpublikum+Schreibende;https://www.aprillen.ch/;2026-09-08;22.-25. April 2026 Aprillen26;OFFEN;Programmeingabe;OFFEN;;;;2026 war 22.-25. April mit ueber 20 Autor:innen im Schlachthaus Theater - 2027 noch nicht publiziert. Terminlage kollidiert moeglicherweise mit Bern liest ein Buch
2027-04_foire-du-livre-peseux;Foire du Livre;Messe;Comité Foire du Livre;Peseux (Neuchâtel);NE;FCH;2027-04-00;2027-04-00;angekuendigt;jaehrlich;Breitenpublikum+Branche;https://www.foiredulivre.ch/;2026-09-08;"Avril 2027; nous marquons une pause en 2026";OFFEN;Standanmeldung;OFFEN;;;;"25. Ausgabe. Nach 24 Ausgaben in Le Locle Umzug ins Neuenburger Westufer (Peseux); genaues Datum und Ausstelleranmeldung am 08.09.2026 noch nicht aufgeschaltet"
2027-04_so-foerderpreise;Förderpreise des Kantons Solothurn;Preis;Kantonales Kuratorium für Kulturförderung Solothurn;Solothurn;SO;DCH;2027-04-00;2027-04-00;erwartet;jaehrlich;Schreibende;https://so.ch/verwaltung/departement-fuer-bildung-kultur-und-sport/amt-fuer-kultur-und-sport/aktuell/aktuell/news/foerderpreise-2026-und-atelierstipendien-paris-2027-ausgeschrieben/;2026-09-08;Bewerbungen können bis zum 12. Januar 2026 eingereicht werden;OFFEN;Einreichfrist;0;alter;;Kanton SO (Wohnsitz oder enger Bezug);"für Teilnehmende nur bedingt — hier greift die Förderlücke: bis zu zwölf Preise zu je CHF 15000, aber ausdrücklich für junge Kulturschaffende im Sinne der Nachwuchsförderung. Ausschreibung jeweils Ende November, Eingabetermin im Januar. Frist 2027 aus dem Muster 2026 abgeleitet. Quelle ist die Ausschreibung 2026 (Frist 12.1.2026). Fuer 2027 nichts publiziert; Vorjahresmuster: Mitte Januar. [Zugang: Die Zusprechung erfolgt im Sinne der Nachwuchsfoerderung an junge Kulturschaffende. Keine ]"
2027-04_global-book-crawl-switzerland;Global Book Crawl Switzerland 2027;Reihe;Schweizer Buchhandels- und Verlags-Verband SBVV;Zuerich;CH;national;2027-04-00;2027-04-00;erwartet;jaehrlich;Branche+Breitenpublikum;https://bookcrawl.ch/;2026-09-08;"20. - 26. April 2026; ueber 80 unabhaengige Buchhandlungen von Genf bis Liechtenstein";OFFEN;Programmeingabe;OFFEN;;;;Aktionswoche der unabhaengigen Buchhandlungen mit Buchhandlungs-Reisepass und Stempeln - der naechstliegende bestehende Kanal fuer die Postkarten-Aktion. Datum 2027 aus dem Vorjahresmuster abgeleitet
2027-04_phantastik-tage-lenzburg;Phantastik-Tage 2027;Festival;Aargauer Literaturhaus Lenzburg;Lenzburg;AG;DCH;2027-04-03;2027-04-03;bestaetigt;jaehrlich;Breitenpublikum+Schreibende;https://www.aargauer-literaturhaus.ch/veranstaltungen;2026-09-08;Phantastik-Tage 2027 3. April 2027;;;OFFEN;;;;Genrefestival fuer Fantasy Science-Fiction und Horror im Muellerhaus. Das Haus selbst gehoert zu A2 - dieses Festivalformat zu A1. Postkarte muss rund vier Wochen vor dem Termin vor Ort liegen, der Druck davor - Frist aus dem Veranstaltungsdatum gerechnet, nicht publiziert
2027-04_aargauer-lh-phantastik-tage;Phantastik-Tage 2027 (Aargauer Literaturhaus);Einzelveranstaltung;Aargauer Literaturhaus Lenzburg;Lenzburg;AG;DCH;2027-04-03;2027-04-04;angekuendigt;jaehrlich;Breitenpublikum+Jugend;https://www.aargauer-literaturhaus.ch/veranstaltungen-datenbank;2026-09-08;Phantastik-Tage 2027 (April 3-4);OFFEN;Programmeingabe;OFFEN;;;;"Grenzfall zu A1 (festivalartig), hier eingetragen weil Träger das Haus ist; Zielgruppe Genre-Leserschaft, nicht die Schreibjahr-Kohorte"
2027-04_bologna-childrens-book-fair;Bologna Children's Book Fair 2027;Messe;BolognaFiere S.p.A.;Bologna;IT;national;2027-04-05;2027-04-08;bestaetigt;jaehrlich;Branche+Fachpublikum;https://www.bolognachildrensbookfair.com/en/home/878.html;2026-09-08;5 - 8 April 2027, 64th edition, Guest of Honour Poland;2027-01-20;Einreichfrist;OFFEN;;;;Rechte- und Lizenzmesse fuer Kinder- und Jugendbuch. Fristen: Illustrators Exhibition 26.10.2026, BolognaRagazzi Awards 20.01.2027. Standkosten nicht publiziert. Der 20.1.2027 ist die Einreichfrist der BolognaRagazzi Awards, nicht eine Anmeldefrist fuer Ausstellende - eine solche nennt die Seite nicht
2027-04_literaturblatt-lesekreis-gdsl;Lesekreis GdSL 2027 - Lorenz Langenegger & Micha Friemel;Reihe;Gesellschaft der Schweizer Literaturfreunde (GdSL);Amriswil;TG;DCH;2027-04-13;2027-10-26;bestaetigt;jaehrlich;Breitenpublikum;https://literaturblatt.ch/veranstaltungen/;2026-09-08;Lesekreis GdSL 2027 Zwei Autor*innen - ganz nah: Lorenz Langenegger & Micha Friemel;OFFEN;OFFEN;OFFEN;;;;Über literaturblatt.ch gefunden. ANNAHME: Ort Amriswil aus dem Umfeld von Gallus Frei-Tomic abgeleitet und nicht auf der Seite belegt - der Ort ist vor einer Kontaktaufnahme zu prüfen. Format Lesekreis über ein halbes Jahr - Nachbarformat zum Peer-Zirkel des Schreibjahrs
2027-04_printemps-de-la-poesie;Printemps de la poésie;Festival;Association Printemps de la poésie / UNIL;Lausanne;VD;FCH;2027-04-17;2027-05-01;bestaetigt;zweijaehrlich;Breitenpublikum+Schreibende;https://printempspoesie.ch/;2026-09-08;"Du 17 avril au 1er mai 2027; Pentathlon de la poesie a Lausanne du 22 au 25 avril";OFFEN;Programmeingabe;OFFEN;;;;Biennale, 11. Ausgabe, 2027 mit internationalem Pentathlon de la poesie in Zusammenarbeit u.a. mit Musee Olympique und Cinematheque suisse. Frankophon
2027-04_festival-histoire-et-cite;Festival Histoire et Cité;Festival;Laboratoire Histoire et Cité (UNIGE, UNIL, UniNE, UniFR);Genève;GE;FCH;2027-04-20;2027-04-25;bestaetigt;jaehrlich;Breitenpublikum+Fachpublikum;https://www.unil.ch/news/fr/1787645068977;2026-09-08;"Delai pour le rendu des propositions: 15 septembre 2026; edition du 22 au 25 avril 2027";2026-09-15;Programmeingabe;0;;;;Thema 2027 (Des)informer, ueber 150 Gratisanlaesse in Genf, Lausanne, Neuenburg und Freiburg, darunter Buchvorstellungen. Frist fuer Programmvorschlaege in einer Woche - der dringlichste Termin dieser Liste
2027-04_sbvv-von-der-idee-zum-manuskript;Von der Idee zum Manuskript (SBVV-Weiterbildung);Kurs;Schweizer Buchhandels- und Verlags-Verband SBVV;Zuerich;ZH;DCH;2027-04-21;2027-04-21;bestaetigt;jaehrlich;Schreibende;https://www.sbvv.ch/kurs/998/9/;2026-09-08;"Mittwoch, 21. April 2027 von 9:15 - 17:00 Uhr; Anmeldeschluss: 14.04.2027";2027-04-14;Einreichfrist;CHF 340 Mitglieder / CHF 390 Nichtmitglieder;;;;Leitung Michele Minelli. Richtet sich an Schreibinteressierte mit einer Idee oder einem begonnenen Text - also exakt an Patricks Zielgruppe, als Eintagesformat. Grenzfall zu A6
2027-04_bern-liest-ein-buch;Bern liest ein Buch 2027;Festival;Verein Bern liest ein Buch c/o Kornhausbibliotheken;Bern;BE;DCH;2027-04-24;2027-05-01;bestaetigt;jaehrlich;Breitenpublikum;https://bernliesteinbuch.ch/;2026-09-08;24.4.-1.5.2027;;;OFFEN;;;;"Auch in Thun - im Fruehling 2027 laden Bern und Thun erneut zum grossen Lesefestival ein. Ein Buch fuer eine ganze Stadt mit vielen dezentralen Anlaessen - viele Veranstalter also viele Andockstellen. Fuer einen eigenen Programmpunkt rechnen Haeuser sechs bis acht Monate Vorlauf; Frist aus dem Veranstaltungsdatum minus sieben Monate, nicht publiziert"
2027-04_sbvv-das-lektorat;Das Lektorat (SBVV-Weiterbildung, April 2027);Kurs;Schweizer Buchhandels- und Verlags-Verband SBVV;Zuerich;ZH;DCH;2027-04-28;2027-04-28;bestaetigt;jaehrlich;Branche+Fachpublikum;https://www.sbvv.ch/kurs/1005/9/;2026-09-08;Mittwoch, 28. April 2027 von 9:15 - 17:00 Uhr;2027-04-21;Einreichfrist;CHF 380 Mitglieder / CHF 430 Nichtmitglieder;;;;Leitung Regula Walser, freischaffende Lektorin. Zweiter identischer Durchgang am 8. September 2027 (Kurs-Nr. 1006). Treffpunkt der Lektoratsszene, in der Karin Reber arbeitet
2027-04_zh-werkbeitrag-literatur;Werkbeitrag Literatur Kanton Zürich;Ausschreibung;Fachstelle Kultur Kanton Zürich;Zürich;ZH;DCH;2027-04-30;2027-04-30;bestaetigt;jaehrlich;Schreibende;https://www.zh.ch/de/sport-kultur/kultur/kulturfoerderung/kulturschaffende-projekte/literatur.html;2026-09-08;Gesuche können jeweils bis zum 30. April eingereicht werden;2027-04-30;Einreichfrist;0;wohnsitz;;Kanton ZH;für Teilnehmende — sehr gute Passung: Werkbeitrag für Literaturprojekte im Entstehen, Beurteilung anonym anhand von 30 Seiten Textprobe, verlangt nur Wohnsitz im Kanton Zürich, keine Vorpublikation und keine Altersgrenze [Zugang: an Autor:innen mit Wohnsitz im Kanton Zuerich. Die Beurteilung der eingereichten Manuskrip]
2027-05_chiassoletteraria;ChiassoLetteraria;Festival;Associazione ChiassoLetteraria;Chiasso;TI;ICH;2027-05-00;2027-05-00;erwartet;jaehrlich;Breitenpublikum+Fachpublikum;https://chiassoletteraria.ch/;2026-09-08;"dall 8 al 10 maggio 2026, con anteprime il 6 e 7 maggio; Arrivederci al 2027";OFFEN;Programmeingabe;OFFEN;;;;"Internationales Literaturfestival, 2026 20. Ausgabe. Programm italienischsprachig; fuer die deutschsprachige Zielgruppe nicht direkt relevant, aber der Leitanlass des Tessins"
2027-05_opennet-solothurner-literaturtage;OpenNet — Schreibwettbewerb der Solothurner Literaturtage;Ausschreibung;Verein Solothurner Literaturtage;Solothurn;SO;DCH;2027-05-00;2027-05-00;erwartet;jaehrlich;Schreibende;https://www.literatur.ch/de/opennet/ausschreibung/;2026-09-08;Einsendefenster für die Texte: 1. Dezember 2025 bis 15. Januar 2026 via Formular;;;0;offen;;CH;"für Teilnehmende — die stärkste Tür im Jahrgang: Wohnsitz Schweiz genügt, keine Altersgrenze, ausdrücklich für Menschen ohne eigenständige Buchpublikation. Prosatext 2500 bis 10000 Zeichen. Frist 2027 aus dem Muster 2026 abgeleitet. Seite traegt nur das geschlossene Fenster 1.12.2025-15.1.2026 ('Die Anmeldefrist ist abgelaufen'). Vorjahresmuster: Eingabe Dezember bis Mitte Januar. Vorjahresmuster Eingabefenster Dezember bis Mitte Januar auf die Ausgabe 2027 gerechnet; nicht publiziert. [Zugang: Jede Person mit Wohnsitz in der Schweiz. Noch keine eigenstaendige literarische Buchpublik]"
